Provincia,Mes,Variable,Valor
LA RIOJA                             ,Ene,Humedad relativa (%),59.166666666666664
LA RIOJA                             ,Feb,Humedad relativa (%),62.833333333333336
LA RIOJA                             ,Mar,Humedad relativa (%),66.83333333333333
LA RIOJA                             ,Abr,Humedad relativa (%),46.333333333333336
LA RIOJA                             ,May,Humedad relativa (%),69.96666666666665
LA RIOJA                             ,Jun,Humedad relativa (%),67.93333333333334
LA RIOJA                             ,Jul,Humedad relativa (%),61.6
LA RIOJA                             ,Ago,Humedad relativa (%),51.866666666666674
LA RIOJA                             ,Sep,Humedad relativa (%),48.36666666666667
LA RIOJA                             ,Oct,Humedad relativa (%),50.06666666666666
LA RIOJA                             ,Nov,Humedad relativa (%),52.166666666666664
LA RIOJA                             ,Dic,Humedad relativa (%),54.4
LA RIOJA                             ,Ene,Nubosidad total (octavos),3.6666666666666665
LA RIOJA                             ,Feb,Nubosidad total (octavos),3.766666666666667
LA RIOJA                             ,Mar,Nubosidad total (octavos),3.633333333333333
LA RIOJA                             ,Abr,Nubosidad total (octavos),3.5
LA RIOJA                             ,May,Nubosidad total (octavos),3.533333333333333
LA RIOJA                             ,Jun,Nubosidad total (octavos),3.1333333333333333
LA RIOJA                             ,Jul,Nubosidad total (octavos),2.433333333333333
LA RIOJA                             ,Ago,Nubosidad total (octavos),2.066666666666667
LA RIOJA                             ,Sep,Nubosidad total (octavos),2.3000000000000003
LA RIOJA                             ,Oct,Nubosidad total (octavos),2.766666666666667
LA RIOJA                             ,Nov,Nubosidad total (octavos),3.033333333333333
LA RIOJA                             ,Dic,Nubosidad total (octavos),3.233333333333333
LA RIOJA                             ,Ene,Precipitación (mm),61.23333333333333
LA RIOJA                             ,Feb,Precipitación (mm),66.36666666666666
LA RIOJA                             ,Mar,Precipitación (mm),43.53333333333333
LA RIOJA                             ,Abr,Precipitación (mm),23.366666666666664
LA RIOJA                             ,May,Precipitación (mm),7.366666666666666
LA RIOJA                             ,Jun,Precipitación (mm),2.8666666666666667
LA RIOJA                             ,Jul,Precipitación (mm),3.233333333333333
LA RIOJA                             ,Ago,Precipitación (mm),2.0
LA RIOJA                             ,Sep,Precipitación (mm),5.166666666666667
LA RIOJA                             ,Oct,Precipitación (mm),17.666666666666668
LA RIOJA                             ,Nov,Precipitación (mm),25.833333333333332
LA RIOJA                             ,Dic,Precipitación (mm),49.866666666666674
LA RIOJA                             ,Ene,Temperatura (°C),26.766666666666666
LA RIOJA                             ,Feb,Temperatura (°C),25.233333333333334
LA RIOJA                             ,Mar,Temperatura (°C),23.133333333333336
LA RIOJA                             ,Abr,Temperatura (°C),19.066666666666666
LA RIOJA                             ,May,Temperatura (°C),14.699999999999998
LA RIOJA                             ,Jun,Temperatura (°C),11.166666666666666
LA RIOJA                             ,Jul,Temperatura (°C),10.366666666666667
LA RIOJA                             ,Ago,Temperatura (°C),13.866666666666665
LA RIOJA                             ,Sep,Temperatura (°C),17.7
LA RIOJA                             ,Oct,Temperatura (°C),21.866666666666664
LA RIOJA                             ,Nov,Temperatura (°C),24.46666666666667
LA RIOJA                             ,Dic,Temperatura (°C),26.600000000000005
LA RIOJA                             ,Ene,Temperatura máxima (°C),34.233333333333334
LA RIOJA                             ,Feb,Temperatura máxima (°C),32.36666666666667
LA RIOJA                             ,Mar,Temperatura máxima (°C),30.066666666666666
LA RIOJA                             ,Abr,Temperatura máxima (°C),25.96666666666667
LA RIOJA                             ,May,Temperatura máxima (°C),21.666666666666668
LA RIOJA                             ,Jun,Temperatura máxima (°C),18.866666666666667
LA RIOJA                             ,Jul,Temperatura máxima (°C),18.733333333333334
LA RIOJA                             ,Ago,Temperatura máxima (°C),22.433333333333337
LA RIOJA                             ,Sep,Temperatura máxima (°C),25.866666666666664
LA RIOJA                             ,Oct,Temperatura máxima (°C),29.599999999999998
LA RIOJA                             ,Nov,Temperatura máxima (°C),32.36666666666667
LA RIOJA                             ,Dic,Temperatura máxima (°C),34.3
LA RIOJA                             ,Ene,Temperatura mínima (°C),20.400000000000002
LA RIOJA                             ,Feb,Temperatura mínima (°C),19.099999999999998
LA RIOJA                             ,Mar,Temperatura mínima (°C),17.599999999999998
LA RIOJA                             ,Abr,Temperatura mínima (°C),13.566666666666668
LA RIOJA                             ,May,Temperatura mínima (°C),8.966666666666667
LA RIOJA                             ,Jun,Temperatura mínima (°C),4.933333333333334
LA RIOJA                             ,Jul,Temperatura mínima (°C),3.5666666666666664
LA RIOJA                             ,Ago,Temperatura mínima (°C),6.1000000000000005
LA RIOJA                             ,Sep,Temperatura mínima (°C),10.0
LA RIOJA                             ,Oct,Temperatura mínima (°C),14.5
LA RIOJA                             ,Nov,Temperatura mínima (°C),17.599999999999998
LA RIOJA                             ,Dic,Temperatura mínima (°C),19.6
LA RIOJA                             ,Ene,Velocidad del Viento (km/h) (2011-2020),2.8000000000000003
LA RIOJA                             ,Feb,Velocidad del Viento (km/h) (2011-2020),2.3000000000000003
LA RIOJA                             ,Mar,Velocidad del Viento (km/h) (2011-2020),2.066666666666667
LA RIOJA                             ,Abr,Velocidad del Viento (km/h) (2011-2020),1.6666666666666667
LA RIOJA                             ,May,Velocidad del Viento (km/h) (2011-2020),1.4333333333333333
LA RIOJA                             ,Jun,Velocidad del Viento (km/h) (2011-2020),1.3666666666666665
LA RIOJA                             ,Jul,Velocidad del Viento (km/h) (2011-2020),1.3666666666666665
LA RIOJA                             ,Ago,Velocidad del Viento (km/h) (2011-2020),2.0
LA RIOJA                             ,Sep,Velocidad del Viento (km/h) (2011-2020),2.733333333333333
LA RIOJA                             ,Oct,Velocidad del Viento (km/h) (2011-2020),3.3666666666666667
LA RIOJA                             ,Nov,Velocidad del Viento (km/h) (2011-2020),3.3000000000000003
LA RIOJA                             ,Dic,Velocidad del Viento (km/h) (2011-2020),2.9333333333333336
MENDOZA                              ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,4.62
MENDOZA                              ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,4.460000000000001
MENDOZA                              ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,3.5799999999999996
MENDOZA                              ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,2.7600000000000002
MENDOZA                              ,May,Frecuencia de días con Precipitación superior a 1.0 mm,2.6399999999999997
MENDOZA                              ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,1.72
MENDOZA                              ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,1.6199999999999999
MENDOZA                              ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,1.92
MENDOZA                              ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,2.42
MENDOZA                              ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,2.56
MENDOZA                              ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,3.2599999999999993
MENDOZA                              ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,3.6400000000000006
MENDOZA                              ,Ene,Humedad relativa (%),50.0
MENDOZA                              ,Feb,Humedad relativa (%),55.70000000000001
MENDOZA                              ,Mar,Humedad relativa (%),60.86
MENDOZA                              ,Abr,Humedad relativa (%),65.02000000000001
MENDOZA                              ,May,Humedad relativa (%),68.32000000000001
MENDOZA                              ,Jun,Humedad relativa (%),65.2
MENDOZA                              ,Jul,Humedad relativa (%),61.419999999999995
MENDOZA                              ,Ago,Humedad relativa (%),54.18000000000001
MENDOZA                              ,Sep,Humedad relativa (%),50.980000000000004
MENDOZA                              ,Oct,Humedad relativa (%),48.67999999999999
MENDOZA                              ,Nov,Humedad relativa (%),46.54
MENDOZA                              ,Dic,Humedad relativa (%),46.14
MENDOZA                              ,Ene,Nubosidad total (octavos),2.86
MENDOZA                              ,Feb,Nubosidad total (octavos),2.92
MENDOZA                              ,Mar,Nubosidad total (octavos),2.9200000000000004
MENDOZA                              ,Abr,Nubosidad total (octavos),3.08
MENDOZA                              ,May,Nubosidad total (octavos),3.6199999999999997
MENDOZA                              ,Jun,Nubosidad total (octavos),3.2600000000000002
MENDOZA                              ,Jul,Nubosidad total (octavos),3.02
MENDOZA                              ,Ago,Nubosidad total (octavos),2.8
MENDOZA                              ,Sep,Nubosidad total (octavos),3.0
MENDOZA                              ,Oct,Nubosidad total (octavos),3.02
MENDOZA                              ,Nov,Nubosidad total (octavos),2.8
MENDOZA                              ,Dic,Nubosidad total (octavos),2.62
MENDOZA                              ,Ene,Precipitación (mm),42.339999999999996
MENDOZA                              ,Feb,Precipitación (mm),42.62
MENDOZA                              ,Mar,Precipitación (mm),36.96
MENDOZA                              ,Abr,Precipitación (mm),23.659999999999997
MENDOZA                              ,May,Precipitación (mm),17.68
MENDOZA                              ,Jun,Precipitación (mm),11.52
MENDOZA                              ,Jul,Precipitación (mm),10.379999999999999
MENDOZA                              ,Ago,Precipitación (mm),13.059999999999999
MENDOZA                              ,Sep,Precipitación (mm),14.84
MENDOZA                              ,Oct,Precipitación (mm),20.66
MENDOZA                              ,Nov,Precipitación (mm),27.46
MENDOZA                              ,Dic,Precipitación (mm),29.04
MENDOZA                              ,Ene,Temperatura (°C),23.979999999999997
MENDOZA                              ,Feb,Temperatura (°C),22.22
MENDOZA                              ,Mar,Temperatura (°C),19.68
MENDOZA                              ,Abr,Temperatura (°C),14.8
MENDOZA                              ,May,Temperatura (°C),10.66
MENDOZA                              ,Jun,Temperatura (°C),7.540000000000001
MENDOZA                              ,Jul,Temperatura (°C),6.7
MENDOZA                              ,Ago,Temperatura (°C),9.24
MENDOZA                              ,Sep,Temperatura (°C),12.580000000000002
MENDOZA                              ,Oct,Temperatura (°C),16.54
MENDOZA                              ,Nov,Temperatura (°C),20.14
MENDOZA                              ,Dic,Temperatura (°C),22.96
MENDOZA                              ,Ene,Temperatura máxima (°C),31.46
MENDOZA                              ,Feb,Temperatura máxima (°C),29.76
MENDOZA                              ,Mar,Temperatura máxima (°C),27.1
MENDOZA                              ,Abr,Temperatura máxima (°C),22.3
MENDOZA                              ,May,Temperatura máxima (°C),17.94
MENDOZA                              ,Jun,Temperatura máxima (°C),15.2
MENDOZA                              ,Jul,Temperatura máxima (°C),14.6
MENDOZA                              ,Ago,Temperatura máxima (°C),17.48
MENDOZA                              ,Sep,Temperatura máxima (°C),20.4
MENDOZA                              ,Oct,Temperatura máxima (°C),24.0
MENDOZA                              ,Nov,Temperatura máxima (°C),27.579999999999995
MENDOZA                              ,Dic,Temperatura máxima (°C),30.48
MENDOZA                              ,Ene,Temperatura mínima (°C),16.66
MENDOZA                              ,Feb,Temperatura mínima (°C),15.4
MENDOZA                              ,Mar,Temperatura mínima (°C),13.5
MENDOZA                              ,Abr,Temperatura mínima (°C),9.120000000000001
MENDOZA                              ,May,Temperatura mínima (°C),5.459999999999999
MENDOZA                              ,Jun,Temperatura mínima (°C),2.14
MENDOZA                              ,Jul,Temperatura mínima (°C),1.06
MENDOZA                              ,Ago,Temperatura mínima (°C),2.9
MENDOZA                              ,Sep,Temperatura mínima (°C),5.8
MENDOZA                              ,Oct,Temperatura mínima (°C),9.36
MENDOZA                              ,Nov,Temperatura mínima (°C),12.58
MENDOZA                              ,Dic,Temperatura mínima (°C),15.280000000000001
MENDOZA                              ,Ene,Velocidad del Viento (km/h) (2011-2020),4.26
MENDOZA                              ,Feb,Velocidad del Viento (km/h) (2011-2020),3.9599999999999995
MENDOZA                              ,Mar,Velocidad del Viento (km/h) (2011-2020),3.6400000000000006
MENDOZA                              ,Abr,Velocidad del Viento (km/h) (2011-2020),3.3599999999999994
MENDOZA                              ,May,Velocidad del Viento (km/h) (2011-2020),3.62
MENDOZA                              ,Jun,Velocidad del Viento (km/h) (2011-2020),4.34
MENDOZA                              ,Jul,Velocidad del Viento (km/h) (2011-2020),4.32
MENDOZA                              ,Ago,Velocidad del Viento (km/h) (2011-2020),4.76
MENDOZA                              ,Sep,Velocidad del Viento (km/h) (2011-2020),4.5
MENDOZA                              ,Oct,Velocidad del Viento (km/h) (2011-2020),4.46
MENDOZA                              ,Nov,Velocidad del Viento (km/h) (2011-2020),4.64
MENDOZA                              ,Dic,Velocidad del Viento (km/h) (2011-2020),4.56
MISIONES                             ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,7.325000000000001
MISIONES                             ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,6.925
MISIONES                             ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,6.4750000000000005
MISIONES                             ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,7.800000000000001
MISIONES                             ,May,Frecuencia de días con Precipitación superior a 1.0 mm,8.149999999999999
MISIONES                             ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,7.725
MISIONES                             ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,5.3999999999999995
MISIONES                             ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,4.5
MISIONES                             ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,8.75
MISIONES                             ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,8.45
MISIONES                             ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,8.45
MISIONES                             ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,7.175000000000001
MISIONES                             ,Ene,Humedad relativa (%),56.175
MISIONES                             ,Feb,Humedad relativa (%),57.375
MISIONES                             ,Mar,Humedad relativa (%),78.0
MISIONES                             ,Abr,Humedad relativa (%),79.575
MISIONES                             ,May,Humedad relativa (%),82.1
MISIONES                             ,Jun,Humedad relativa (%),82.375
MISIONES                             ,Jul,Humedad relativa (%),58.35
MISIONES                             ,Ago,Humedad relativa (%),53.650000000000006
MISIONES                             ,Sep,Humedad relativa (%),72.92500000000001
MISIONES                             ,Oct,Humedad relativa (%),75.275
MISIONES                             ,Nov,Humedad relativa (%),72.0
MISIONES                             ,Dic,Humedad relativa (%),73.82500000000002
MISIONES                             ,Ene,Nubosidad total (octavos),3.15
MISIONES                             ,Feb,Nubosidad total (octavos),3.1999999999999997
MISIONES                             ,Mar,Nubosidad total (octavos),3.725
MISIONES                             ,Abr,Nubosidad total (octavos),3.575
MISIONES                             ,May,Nubosidad total (octavos),3.95
MISIONES                             ,Jun,Nubosidad total (octavos),4.125
MISIONES                             ,Jul,Nubosidad total (octavos),2.85
MISIONES                             ,Ago,Nubosidad total (octavos),2.65
MISIONES                             ,Sep,Nubosidad total (octavos),3.875
MISIONES                             ,Oct,Nubosidad total (octavos),4.225
MISIONES                             ,Nov,Nubosidad total (octavos),3.675
MISIONES                             ,Dic,Nubosidad total (octavos),3.9499999999999997
MISIONES                             ,Ene,Precipitación (mm),138.975
MISIONES                             ,Feb,Precipitación (mm),118.975
MISIONES                             ,Mar,Precipitación (mm),126.325
MISIONES                             ,Abr,Precipitación (mm),182.3
MISIONES                             ,May,Precipitación (mm),165.85
MISIONES                             ,Jun,Precipitación (mm),153.22500000000002
MISIONES                             ,Jul,Precipitación (mm),84.07499999999999
MISIONES                             ,Ago,Precipitación (mm),69.30000000000001
MISIONES                             ,Sep,Precipitación (mm),160.975
MISIONES                             ,Oct,Precipitación (mm),194.575
MISIONES                             ,Nov,Precipitación (mm),182.47500000000002
MISIONES                             ,Dic,Precipitación (mm),156.975
MISIONES                             ,Ene,Temperatura (°C),18.975
MISIONES                             ,Feb,Temperatura (°C),18.575
MISIONES                             ,Mar,Temperatura (°C),23.599999999999998
MISIONES                             ,Abr,Temperatura (°C),21.05
MISIONES                             ,May,Temperatura (°C),17.375
MISIONES                             ,Jun,Temperatura (°C),16.125
MISIONES                             ,Jul,Temperatura (°C),11.775
MISIONES                             ,Ago,Temperatura (°C),13.25
MISIONES                             ,Sep,Temperatura (°C),19.175
MISIONES                             ,Oct,Temperatura (°C),21.475
MISIONES                             ,Nov,Temperatura (°C),23.0
MISIONES                             ,Dic,Temperatura (°C),24.725
MISIONES                             ,Ene,Temperatura máxima (°C),23.275
MISIONES                             ,Feb,Temperatura máxima (°C),22.875
MISIONES                             ,Mar,Temperatura máxima (°C),29.675
MISIONES                             ,Abr,Temperatura máxima (°C),26.825000000000003
MISIONES                             ,May,Temperatura máxima (°C),22.75
MISIONES                             ,Jun,Temperatura máxima (°C),21.3
MISIONES                             ,Jul,Temperatura máxima (°C),16.025
MISIONES                             ,Ago,Temperatura máxima (°C),17.95
MISIONES                             ,Sep,Temperatura máxima (°C),25.325
MISIONES                             ,Oct,Temperatura máxima (°C),27.525
MISIONES                             ,Nov,Temperatura máxima (°C),29.125000000000004
MISIONES                             ,Dic,Temperatura máxima (°C),30.674999999999997
MISIONES                             ,Ene,Temperatura mínima (°C),15.450000000000001
MISIONES                             ,Feb,Temperatura mínima (°C),15.225000000000001
MISIONES                             ,Mar,Temperatura mínima (°C),19.049999999999997
MISIONES                             ,Abr,Temperatura mínima (°C),16.6
MISIONES                             ,May,Temperatura mínima (°C),13.350000000000001
MISIONES                             ,Jun,Temperatura mínima (°C),12.175
MISIONES                             ,Jul,Temperatura mínima (°C),8.5
MISIONES                             ,Ago,Temperatura mínima (°C),9.600000000000001
MISIONES                             ,Sep,Temperatura mínima (°C),14.125
MISIONES                             ,Oct,Temperatura mínima (°C),16.575000000000003
MISIONES                             ,Nov,Temperatura mínima (°C),17.6
MISIONES                             ,Dic,Temperatura mínima (°C),19.625
MISIONES                             ,Ene,Velocidad del Viento (km/h) (2011-2020),4.725
MISIONES                             ,Feb,Velocidad del Viento (km/h) (2011-2020),4.675
MISIONES                             ,Mar,Velocidad del Viento (km/h) (2011-2020),4.425000000000001
MISIONES                             ,Abr,Velocidad del Viento (km/h) (2011-2020),4.425
MISIONES                             ,May,Velocidad del Viento (km/h) (2011-2020),4.5
MISIONES                             ,Jun,Velocidad del Viento (km/h) (2011-2020),4.825
MISIONES                             ,Jul,Velocidad del Viento (km/h) (2011-2020),5.025
MISIONES                             ,Ago,Velocidad del Viento (km/h) (2011-2020),5.65
MISIONES                             ,Sep,Velocidad del Viento (km/h) (2011-2020),5.575
MISIONES                             ,Oct,Velocidad del Viento (km/h) (2011-2020),5.75
MISIONES                             ,Nov,Velocidad del Viento (km/h) (2011-2020),5.324999999999999
MISIONES                             ,Dic,Velocidad del Viento (km/h) (2011-2020),5.025
NEUQUEN                              ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,1.8
NEUQUEN                              ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,1.9
NEUQUEN                              ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,1.6
NEUQUEN                              ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,2.7
NEUQUEN                              ,May,Frecuencia de días con Precipitación superior a 1.0 mm,4.0
NEUQUEN                              ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,3.5
NEUQUEN                              ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,2.8
NEUQUEN                              ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,1.9
NEUQUEN                              ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,2.6
NEUQUEN                              ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,2.9
NEUQUEN                              ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,2.2
NEUQUEN                              ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,1.8
NEUQUEN                              ,Ene,Humedad relativa (%),38.1
NEUQUEN                              ,Feb,Humedad relativa (%),45.4
NEUQUEN                              ,Mar,Humedad relativa (%),53.6
NEUQUEN                              ,Abr,Humedad relativa (%),63.0
NEUQUEN                              ,May,Humedad relativa (%),70.2
NEUQUEN                              ,Jun,Humedad relativa (%),70.9
NEUQUEN                              ,Jul,Humedad relativa (%),68.0
NEUQUEN                              ,Ago,Humedad relativa (%),58.8
NEUQUEN                              ,Sep,Humedad relativa (%),51.1
NEUQUEN                              ,Oct,Humedad relativa (%),46.5
NEUQUEN                              ,Nov,Humedad relativa (%),39.9
NEUQUEN                              ,Dic,Humedad relativa (%),37.2
NEUQUEN                              ,Ene,Nubosidad total (octavos),2.3
NEUQUEN                              ,Feb,Nubosidad total (octavos),2.4
NEUQUEN                              ,Mar,Nubosidad total (octavos),2.7
NEUQUEN                              ,Abr,Nubosidad total (octavos),3.4
NEUQUEN                              ,May,Nubosidad total (octavos),4.2
NEUQUEN                              ,Jun,Nubosidad total (octavos),4.5
NEUQUEN                              ,Jul,Nubosidad total (octavos),4.2
NEUQUEN                              ,Ago,Nubosidad total (octavos),4.1
NEUQUEN                              ,Sep,Nubosidad total (octavos),3.7
NEUQUEN                              ,Oct,Nubosidad total (octavos),3.7
NEUQUEN                              ,Nov,Nubosidad total (octavos),3.3
NEUQUEN                              ,Dic,Nubosidad total (octavos),2.8
NEUQUEN                              ,Ene,Precipitación (mm),13.5
NEUQUEN                              ,Feb,Precipitación (mm),12.6
NEUQUEN                              ,Mar,Precipitación (mm),14.8
NEUQUEN                              ,Abr,Precipitación (mm),21.9
NEUQUEN                              ,May,Precipitación (mm),26.4
NEUQUEN                              ,Jun,Precipitación (mm),17.6
NEUQUEN                              ,Jul,Precipitación (mm),17.9
NEUQUEN                              ,Ago,Precipitación (mm),9.6
NEUQUEN                              ,Sep,Precipitación (mm),16.5
NEUQUEN                              ,Oct,Precipitación (mm),32.9
NEUQUEN                              ,Nov,Precipitación (mm),17.7
NEUQUEN                              ,Dic,Precipitación (mm),10.3
NEUQUEN                              ,Ene,Temperatura (°C),24.1
NEUQUEN                              ,Feb,Temperatura (°C),22.4
NEUQUEN                              ,Mar,Temperatura (°C),19.1
NEUQUEN                              ,Abr,Temperatura (°C),13.7
NEUQUEN                              ,May,Temperatura (°C),9.5
NEUQUEN                              ,Jun,Temperatura (°C),6.8
NEUQUEN                              ,Jul,Temperatura (°C),6.0
NEUQUEN                              ,Ago,Temperatura (°C),8.3
NEUQUEN                              ,Sep,Temperatura (°C),11.7
NEUQUEN                              ,Oct,Temperatura (°C),15.5
NEUQUEN                              ,Nov,Temperatura (°C),19.5
NEUQUEN                              ,Dic,Temperatura (°C),22.6
NEUQUEN                              ,Ene,Temperatura máxima (°C),32.1
NEUQUEN                              ,Feb,Temperatura máxima (°C),30.6
NEUQUEN                              ,Mar,Temperatura máxima (°C),27.4
NEUQUEN                              ,Abr,Temperatura máxima (°C),21.8
NEUQUEN                              ,May,Temperatura máxima (°C),16.6
NEUQUEN                              ,Jun,Temperatura máxima (°C),13.3
NEUQUEN                              ,Jul,Temperatura máxima (°C),13.1
NEUQUEN                              ,Ago,Temperatura máxima (°C),16.1
NEUQUEN                              ,Sep,Temperatura máxima (°C),19.3
NEUQUEN                              ,Oct,Temperatura máxima (°C),22.9
NEUQUEN                              ,Nov,Temperatura máxima (°C),27.1
NEUQUEN                              ,Dic,Temperatura máxima (°C),30.3
NEUQUEN                              ,Ene,Temperatura mínima (°C),15.9
NEUQUEN                              ,Feb,Temperatura mínima (°C),14.4
NEUQUEN                              ,Mar,Temperatura mínima (°C),11.8
NEUQUEN                              ,Abr,Temperatura mínima (°C),7.2
NEUQUEN                              ,May,Temperatura mínima (°C),4.0
NEUQUEN                              ,Jun,Temperatura mínima (°C),1.7
NEUQUEN                              ,Jul,Temperatura mínima (°C),0.5
NEUQUEN                              ,Ago,Temperatura mínima (°C),2.0
NEUQUEN                              ,Sep,Temperatura mínima (°C),4.8
NEUQUEN                              ,Oct,Temperatura mínima (°C),8.4
NEUQUEN                              ,Nov,Temperatura mínima (°C),11.9
NEUQUEN                              ,Dic,Temperatura mínima (°C),14.6
NEUQUEN                              ,Ene,Velocidad del Viento (km/h) (2011-2020),12.1
NEUQUEN                              ,Feb,Velocidad del Viento (km/h) (2011-2020),10.4
NEUQUEN                              ,Mar,Velocidad del Viento (km/h) (2011-2020),8.4
NEUQUEN                              ,Abr,Velocidad del Viento (km/h) (2011-2020),7.7
NEUQUEN                              ,May,Velocidad del Viento (km/h) (2011-2020),7.0
NEUQUEN                              ,Jun,Velocidad del Viento (km/h) (2011-2020),8.3
NEUQUEN                              ,Jul,Velocidad del Viento (km/h) (2011-2020),7.9
NEUQUEN                              ,Ago,Velocidad del Viento (km/h) (2011-2020),9.3
NEUQUEN                              ,Sep,Velocidad del Viento (km/h) (2011-2020),10.2
NEUQUEN                              ,Oct,Velocidad del Viento (km/h) (2011-2020),10.9
NEUQUEN                              ,Nov,Velocidad del Viento (km/h) (2011-2020),12.0
NEUQUEN                              ,Dic,Velocidad del Viento (km/h) (2011-2020),12.8
RIO NEGRO                            ,Ene,Frecuencia de días con Precipitación superior a 1.0 mm,2.7600000000000002
RIO NEGRO                            ,Feb,Frecuencia de días con Precipitación superior a 1.0 mm,3.06
RIO NEGRO                            ,Mar,Frecuencia de días con Precipitación superior a 1.0 mm,3.72
RIO NEGRO                            ,Abr,Frecuencia de días con Precipitación superior a 1.0 mm,4.74
RIO NEGRO                            ,May,Frecuencia de días con Precipitación superior a 1.0 mm,6.5
RIO NEGRO                            ,Jun,Frecuencia de días con Precipitación superior a 1.0 mm,7.8
RIO NEGRO                            ,Jul,Frecuencia de días con Precipitación superior a 1.0 mm,6.18
RIO NEGRO                            ,Ago,Frecuencia de días con Precipitación superior a 1.0 mm,6.38
RIO NEGRO                            ,Sep,Frecuencia de días con Precipitación superior a 1.0 mm,4.6
RIO NEGRO                            ,Oct,Frecuencia de días con Precipitación superior a 1.0 mm,4.659999999999999
RIO NEGRO                            ,Nov,Frecuencia de días con Precipitación superior a 1.0 mm,3.3600000000000003
RIO NEGRO                            ,Dic,Frecuencia de días con Precipitación superior a 1.0 mm,2.94
RIO NEGRO                            ,Ene,Humedad relativa (%),50.67999999999999
RIO NEGRO                            ,Feb,Humedad relativa (%),54.879999999999995
RIO NEGRO                            ,Mar,Humedad relativa (%),60.540000000000006
RIO NEGRO                            ,Abr,Humedad relativa (%),66.88000000000001
RIO NEGRO                            ,May,Humedad relativa (%),73.68
RIO NEGRO                            ,Jun,Humedad relativa (%),75.03999999999999
RIO NEGRO                            ,Jul,Humedad relativa (%),74.06
RIO NEGRO                            ,Ago,Humedad relativa (%),69.38000000000001
RIO NEGRO                            ,Sep,Humedad relativa (%),63.86
RIO NEGRO                            ,Oct,Humedad relativa (%),58.67999999999999
RIO NEGRO                            ,Nov,Humedad relativa (%),53.839999999999996
RIO NEGRO                            ,Dic,Humedad relativa (%),50.839999999999996
RIO NEGRO                            ,Ene,Nubosidad total (octavos),2.8600000000000003
RIO NEGRO                            ,Feb,Nubosidad total (octavos),2.8200000000000003
RIO NEGRO                            ,Mar,Nubosidad total (octavos),3.2399999999999998
RIO NEGRO                            ,Abr,Nubosidad total (octavos),3.66
RIO NEGRO                            ,May,Nubosidad total (octavos),4.36
RIO NEGRO                            ,Jun,Nubosidad total (octavos),4.68
RIO NEGRO                            ,Jul,Nubosidad total (octavos),4.380000000000001
RIO NEGRO                            ,Ago,Nubosidad total (octavos),4.36
RIO NEGRO                            ,Sep,Nubosidad total (octavos),3.9200000000000004
RIO NEGRO                            ,Oct,Nubosidad total (octavos),3.88
RIO NEGRO                            ,Nov,Nubosidad total (octavos),3.7
RIO NEGRO                            ,Dic,Nubosidad total (octavos),3.3200000000000003
RIO NEGRO                            ,Ene,Precipitación (mm),24.46
RIO NEGRO                            ,Feb,Precipitación (mm),28.1
RIO NEGRO                            ,Mar,Precipitación (mm),33.44
RIO NEGRO                            ,Abr,Precipitación (mm),45.9
RIO NEGRO                            ,May,Precipitación (mm),61.260000000000005
RIO NEGRO                            ,Jun,Precipitación (mm),83.94000000000001
RIO NEGRO                            ,Jul,Precipitación (mm),61.58
RIO NEGRO                            ,Ago,Precipitación (mm),60.54
RIO NEGRO                            ,Sep,Precipitación (mm),33.38
RIO NEGRO                            ,Oct,Precipitación (mm),36.61999999999999
RIO NEGRO                            ,Nov,Precipitación (mm),24.380000000000003
RIO NEGRO                            ,Dic,Precipitación (mm),22.22
